service_id,date,exception_type
298f870f-867a-408a-bf0b-4d2ea6d3607c,20260202,1
36674ebf-92c0-4f10-b30a-a5135243d984,20260202,1
b5817dcc-3a05-4019-ab99-babe387efb3a,20260202,1
aa1835df-5c26-490f-9cee-c37a6afbe989,20260202,1
3c2f6e44-f6bb-47a0-a1f5-a6fb5b6db1d5,20260202,1
0c7138ec-a3f9-4779-9503-909d385dd893,20260202,1
0e137340-844a-416b-85d9-aefc87021730,20260202,1
cedaef48-ebc5-48e0-a738-26ecbb3c3086,20260202,1
82c98081-0e08-4ff4-80ec-c6460cfd2075,20260202,1
7070e63a-9088-41fd-aceb-10b525e9f3c1,20260202,1
8c2c0b23-9214-44e0-9edc-2cc8c80175dd,20260202,1
4a0c3340-182e-445b-ba0f-b5b6d6887e48,20260202,1
f2ef5c4b-fed8-4ff0-97d9-e164c22ff503,20260202,1
b7732cac-4eda-4a6d-8fd7-6bf276b2899a,20260202,1
b71b0e47-0cd6-48eb-8c82-df0004722ad7,20260202,1
e5ed8656-604d-4bb4-a5b1-adae66cb8e8b,20260202,1
92b901ad-5383-4443-b0ac-23d17b525b8b,20260202,1
29964c23-10ca-469b-a3bf-a98cd3dfa91e,20260202,1
acdebede-e55b-469b-89dd-be4f058b6d0c,20260202,1
42f0ab46-f8ca-4e04-9861-4ba2b4e833ad,20260202,1
2db88d4a-89d0-4bc2-9f5f-a1a2856f3699,20260202,1
021f408a-5ec6-4bbe-a71b-ab6a19947f0d,20260202,1
a7a9cad5-b762-4e36-8f61-d7c97a2589c0,20260202,1
28efd94e-2363-4ab7-a845-2a392e5a112e,20260202,1
748e65e2-e517-450c-83f3-561b38ede8fe,20260202,1
215337a2-1ed7-4fb8-bc97-f41aa389bd19,20260202,1
d35057d7-333a-483e-81a1-5a0a2918fe65,20260202,1
03e2964e-051f-4c20-81f8-1c598f8ebf18,20260202,1
328a136b-f23f-46e9-9f96-dd751265f13b,20260202,1
93e865fd-08d8-4472-ac32-f9e6dfe739e7,20260202,1
18d469e6-5e5d-4a9e-aa6f-6fdbaac0efef,20260202,1
22e4d7b0-dd93-4306-9c39-59414abf4714,20260202,1
6aefdfd9-f5ad-4982-97dc-234237e01f71,20260202,1
21d9c89f-52ea-4d52-ac3e-e052ec78d20f,20260202,1
8ebcb121-1114-4f5b-83db-c9355ed543f1,20260202,1
de0d4838-4918-42f3-9e6d-42796296fceb,20260202,1
05a9757a-b08c-4e10-a572-8309187201f5,20260202,1
0f0a46f3-9459-418d-acf7-e36f66a1629f,20260202,1
0ff6e02b-05c4-4546-a158-28fa654852fa,20260202,1
57396574-3db2-4729-9f6c-acf76eb0917d,20260202,1
e3bf8c4c-98e2-4e78-93b4-acba69ba0cfe,20260202,1
19e84404-e206-4962-afc9-396b0d7f901f,20260202,1
68d43136-2b49-44d2-909f-3fb7a632a8d6,20260202,1
65820853-9271-4170-8aff-3be2c81d104e,20260202,1
9d517c4b-69c8-4f3d-b842-83dec2bd354f,20260202,1
298f870f-867a-408a-bf0b-4d2ea6d3607c,20260203,1
36674ebf-92c0-4f10-b30a-a5135243d984,20260203,1
b5817dcc-3a05-4019-ab99-babe387efb3a,20260203,1
aa1835df-5c26-490f-9cee-c37a6afbe989,20260203,1
3c2f6e44-f6bb-47a0-a1f5-a6fb5b6db1d5,20260203,1
0c7138ec-a3f9-4779-9503-909d385dd893,20260203,1
0e137340-844a-416b-85d9-aefc87021730,20260203,1
cedaef48-ebc5-48e0-a738-26ecbb3c3086,20260203,1
82c98081-0e08-4ff4-80ec-c6460cfd2075,20260203,1
7070e63a-9088-41fd-aceb-10b525e9f3c1,20260203,1
8c2c0b23-9214-44e0-9edc-2cc8c80175dd,20260203,1
4a0c3340-182e-445b-ba0f-b5b6d6887e48,20260203,1
f2ef5c4b-fed8-4ff0-97d9-e164c22ff503,20260203,1
b7732cac-4eda-4a6d-8fd7-6bf276b2899a,20260203,1
b71b0e47-0cd6-48eb-8c82-df0004722ad7,20260203,1
e5ed8656-604d-4bb4-a5b1-adae66cb8e8b,20260203,1
92b901ad-5383-4443-b0ac-23d17b525b8b,20260203,1
29964c23-10ca-469b-a3bf-a98cd3dfa91e,20260203,1
acdebede-e55b-469b-89dd-be4f058b6d0c,20260203,1
42f0ab46-f8ca-4e04-9861-4ba2b4e833ad,20260203,1
2db88d4a-89d0-4bc2-9f5f-a1a2856f3699,20260203,1
021f408a-5ec6-4bbe-a71b-ab6a19947f0d,20260203,1
a7a9cad5-b762-4e36-8f61-d7c97a2589c0,20260203,1
28efd94e-2363-4ab7-a845-2a392e5a112e,20260203,1
748e65e2-e517-450c-83f3-561b38ede8fe,20260203,1
215337a2-1ed7-4fb8-bc97-f41aa389bd19,20260203,1
d35057d7-333a-483e-81a1-5a0a2918fe65,20260203,1
03e2964e-051f-4c20-81f8-1c598f8ebf18,20260203,1
328a136b-f23f-46e9-9f96-dd751265f13b,20260203,1
93e865fd-08d8-4472-ac32-f9e6dfe739e7,20260203,1
18d469e6-5e5d-4a9e-aa6f-6fdbaac0efef,20260203,1
22e4d7b0-dd93-4306-9c39-59414abf4714,20260203,1
6aefdfd9-f5ad-4982-97dc-234237e01f71,20260203,1
21d9c89f-52ea-4d52-ac3e-e052ec78d20f,20260203,1
8ebcb121-1114-4f5b-83db-c9355ed543f1,20260203,1
de0d4838-4918-42f3-9e6d-42796296fceb,20260203,1
05a9757a-b08c-4e10-a572-8309187201f5,20260203,1
0f0a46f3-9459-418d-acf7-e36f66a1629f,20260203,1
0ff6e02b-05c4-4546-a158-28fa654852fa,20260203,1
57396574-3db2-4729-9f6c-acf76eb0917d,20260203,1
e3bf8c4c-98e2-4e78-93b4-acba69ba0cfe,20260203,1
19e84404-e206-4962-afc9-396b0d7f901f,20260203,1
68d43136-2b49-44d2-909f-3fb7a632a8d6,20260203,1
65820853-9271-4170-8aff-3be2c81d104e,20260203,1
9d517c4b-69c8-4f3d-b842-83dec2bd354f,20260203,1
927cea25-e391-4bfc-b021-e785bf727990,20260204,1
748e65e2-e517-450c-83f3-561b38ede8fe,20260204,1
8c2c0b23-9214-44e0-9edc-2cc8c80175dd,20260204,1
e5ed8656-604d-4bb4-a5b1-adae66cb8e8b,20260204,1
d35057d7-333a-483e-81a1-5a0a2918fe65,20260204,1
